"Dataset_ID","Project","Event_LegacyPollen 1.0","Event","Event_Neotoma","Neotoma_DOI","Neotoma_comment","Data_Source","Site_ID","Site_Name","Site_Name_Clean","Latitude","Longitude","Elevation","Continent","Basin_Type","Data_Type","Number_Pollen_Samples","AgeModel_Source","Number_Datings","minimum_meanAge","maximum_meanAge","mean_resolution_meanAge","range_meanAge","Site_Description","Submission_Pollendata","Publication_1","Publication_DOI_1","Publication_2","Publication_DOI_2","Publication_3","Publication_DOI_3","Publication_4","Publication_DOI_4","Publication_5","Publication_DOI_5","Publication_6","Publication_DOI_6","Publication_7","Publication_DOI_7","Publication_8","Publication_DOI_8","Basin_Area","Basin_Source","Basin_Comment"
4320,"LegacyPollen_1.0","OLTUSH","OLTUSH","OLTUSH","10.21233/b71k-3606","","Neotoma (last access: 1 April 2021)",3328,"Oltush Lake","Oltush Lake",51.69667,23.95667,158,"Europe","Lake","Raw",42,"AWI",8,105,11079,267.7,10974,"Hollow of the polesje type. Physiography: fluvioglacial. Surrounding vegetation: Pinus, Carpinus.","1988-01-01 00:00:00","Davydova, N. and Servant-Vildary, S., 1996. Late Pleistocene and Holocene history of the lakes in the Kola Peninsula, Karelia and the north-western part of the east European plain. Quaternary Science Reviews, 15(10), pp.997-1012.","https://doi.org/10.1016/S0277-3791(96)00029-7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1729159,"GIS","l, LW, L1,"
4323,"LegacyPollen_1.0","OSPITALE","OSPITALE","OSPITALE","10.21233/z80c-sf19","","Neotoma (last access: 1 April 2021)",3330,"Ospitale","Ospitale",44.15556,10.78,1225,"Europe","Peat","Raw",51,"AWI",4,176,6280,122.1,6104,"Circular bog of about 75-100m diameter. Surrounding vegetation: Abies, Fagus, Pinus, Ulex, Ericaceae.","1994-01-01 00:00:00","Watson, C.S., 1996. The vegetational history of the northern Apennines, Italy: information from three new sequences and a review of regional vegetational change. Journal of Biogeography, 23(6), pp.805-841.","https://doi.org/10.1111/j.1365-2699.1996.tb00041.x",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9852.03456165759,"FIXED_100",NA
4326,"LegacyPollen_1.0","OVAGOLU","OVAGOLU","OVAGOLU","10.21233/a049-xf64","","Neotoma (last access: 1 April 2021)",3333,"Ova Gölü","Ova Golu",36.26667,29.3,20,"Europe","Lake","Raw",34,"AWI",2,727,7463,204.1,6736,"Small marsh in drained lake. Physiography: Ova basin. Surrounding vegetation: maquis, Pinus and cultivated fields. Vegetation formation: Eu-Mediterranean zone.","1977-06-01 00:00:00","Bottema, S. and Woldring, H., 1984. Late Quaternary vegetation and climate of southwestern Turkey. Part II. Palaeohistoria, 26, pp.123-149.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25000923.1425664,NA,"can't find a basin"
4330,"LegacyPollen_1.0","PADULE","PADULE","PADULE","10.21233/qxv2-w585","","Neotoma (last access: 1 April 2021)",3337,"Lago Padule","Lago Padule",44.3,10.22,1187,"Europe","Lake","Raw",69,"AWI",8,-10,11834,174.2,11844,"Lake. Surrounding vegetation: Fagus, Abies, Picea, Taxus.",NA,"Watson, C.S., 1996. The vegetational history of the northern Apennines, Italy: information from three new sequences and a review of regional vegetational change. Journal of Biogeography, 23(6), pp.805-841.","https://doi.org/10.1111/j.1365-2699.1996.tb00041.x",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35589.5,"GIS","l, GE, L2,"
4332,"LegacyPollen_1.0","PAIDRE","PAIDRE","PAIDRE","10.21233/xa3s-kj49","","Neotoma (last access: 1 April 2021)",3338,"Påidre","Paidre",58.27592,25.50484,506,"Europe","Lake","Raw",91,"AWI",3,2036,9028,77.7,6992,"Lake with marginal fen. Physiography: in the central part of Sakala upland. Surrounding vegetation: Betula, Alnus, partly drained.","1988-06-01 00:00:00","Saarse, L., Veski, S., Heinsalu, A., Rajamae, R. and Martma, T., 1995. Litho- and biostratigraphy of Lake Paidre, South Estonia. Proceedings of the Estonian Academy of Sciences. Geology, 44(1), pp.45-59.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,217677.3,"GIS","l, GE, L2,"
4338,"LegacyPollen_1.0","PAMERK","PAMERK","PAMERK","10.21233/c60e-p241","","Neotoma (last access: 1 April 2021)",3342,"Pamerkiai Outcrop","Pamerkiai Outcrop",54.3125,24.73111,114,"Europe","Lake","Raw",41,"Neotoma_Giesecke et al. 2014 (MADCAP)",6,4009,13734,243.1,9725,"River valley. Physiography: oxbow lake. Surrounding vegetation: Pinus forest with Salix, Corylus.","1955-01-01 00:00:00","Stancikaite, M., Sinkunas, P., Seiriene, V. and Kisieliene, D., 2008. Patterns and chronology of the Lateglacial environmental development at Pamerkiai and Kasuciai, Lithuania. Quaternary Science Reviews, 27(1-2), pp.127-147.","https://doi.org/10.1016/j.quascirev.2007.01.014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"can't find a basin"
4340,"LegacyPollen_1.0","PELL79C2","PELL79C2","PELL79C2","10.21233/yys3-qz47","","Neotoma (last access: 1 April 2021)",3344,"Pelléautier","Pelleautier",44.52222,6.183333,875,"Europe","Lake","Raw",38,"AWI",2,-25,7033,190.8,7058,"Nowadays a lake due to a dam. Physiography: lateral moraines of Wurmian glacier. Surrounding vegetation: meadows, Pinus sylvestris, Quercus pubes.","1973-01-01 00:00:00","de Beaulieu, J.L., 1977. Contribution pollenanalytique a l'histoire tardiglaciaire et Holocene de la vegetation des Alpes meridionales francaices. Doctoral dissertation. Universite d'Aix-Marseille, Marseille, France.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,230924.3,"GIS","Chenhzi: site description. Lake shapes: l check in gis. It is definitely a lake."
4347,"LegacyPollen_1.0","PETROP","PETROP","PETROP","10.21233/n8z7-nx69","","Neotoma (last access: 1 April 2021)",3350,"Petropavlovka","Petropavlovka",58.38142,82.9271,100,"Asia","Peat","Raw",64,"AWI",4,-28,10556,168,10584,"Raised bog. Physiography: First terrace of Ob' River. Surrounding vegetation: Pinus sylvestris, Pinus sibirica, Betula p.","1984-09-01 00:00:00","Blyakharchuk, T.A., 1989. Istorija rastitel'nosti yugovostoka Zapadnoi Sibiri v golotsene po dannym botanicheskogo i sporovo-pyl'tsevogo analiza torfa [The Holocene history of vegetation of south-eastern West Siberia by botanical and pollen analyses of peat deposits]. Doctoral dissertation. Tomsk State University, Tomsk, Russia.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FIXED_100",NA
4348,"LegacyPollen_1.0","PEYRE04","PEYRE04","PEYRE04","10.21233/2ahm-tx69","","Neotoma (last access: 1 April 2021)",3351,"Peyrelevade","Peyrelevade",45.7075,2.046667,780,"Europe","Peat","Raw",53,"AWI",5,3336,8190,93.3,4854,"Bog. Physiography: plateau. Surrounding vegetation: pasture and forest.","1984-01-01 00:00:00","Guenet, P., 1993. Analyses pollenanalytique en Artense et sur le plateau de Millevaches (Massif Central, France). Palynosciences, 2, pp.79-108 (in French).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21124.0690027378,"FIXED_100",NA
4351,"LegacyPollen_1.0","PICKLET","PICKLET","PICKLET","10.21233/r749-6141","","Neotoma (last access: 1 April 2021)",3353,"Pickletillem","Pickletillem",56.41204,-2.90744,21,"Europe","Peat","Raw",26,"AWI",10,11130,13477,93.9,2347,"Mire surrounds the area of open water. Physiography: kettle hole bounded by ridges of gravel. Surrounding vegetation: mire, swamp, Salix, Betula spp.","1986-01-01 00:00:00","Whittington, G., Edwards, K.J. and Caseldine, C.J., 1991. Late-and post-glacial pollen-analytical and environmental data from a near-coastal site in north-east Fife, Scotland. Review of palaeobotany and palynology, 68(1-2), pp.65-85.","https://doi.org/10.1016/0034-6667(91)90058-B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4300.84034276443,"FIXED_100","Chenhzi: publication. Lake shapes: ? check in gis. It is definitely a lake."
4355,"LegacyPollen_1.0","POPOVO","POPOVO","POPOVO","10.21233/8w98-fk51","","Neotoma (last access: 1 April 2021)",3357,"Popovo Ezero","Popovo Ezero",41.70757,23.50822,2185,"Europe","Lake","Raw",23,"AWI",3,467,8081,346.1,7614,"Glacial lake. Surrounding vegetation: subalpine herb vegetation with Pinus mugo.","1986-01-01 00:00:00","Stefanova, I. and Bozilova, E., 1995. Studies on the Holocene history of vegetation in the Northern Pirin Mountains, southwestern Bulgaria. In: Advances in Holocene Palaeoecology in Bulgaria ed. by E. Bozilova and S. Tonkov (pp.9-31). Pensoft Publishers, Sofia - Moscow.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128752.6,"GIS","l, GE, L2,"
4358,"LegacyPollen_1.0","POV2","POV2_neotoma","POV2","10.21233/gzqy-9x14","","Neotoma (last access: 1 April 2021)",3360,"Lake Beloslav","Lake Beloslav",43.19015,27.67579,0,"Europe","Lake","Raw",80,"AWI",2,858,14320,170.4,13462,"Lake. Surrounding vegetation: Phragmites and hallophitic vegetation. Lake now connected by a navigation canal to Lake Varna. Before the canal was built, the lake was fresh, but is now brackish.","1974-01-01 00:00:00","Bozilova, E. and Beug, H.J., 1994. Studies on the vegetation history of Lake Varna region, northern Black Sea coastal area of Bulgaria. Vegetation History and Archaeobotany, 3(3), pp.143-154.","https://doi.org/10.1007/BF00202022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3045492,"GIS","l, GE, L2, modified LW shape"
4359,"LegacyPollen_1.0","PRUGNO2","PRUGNO2","PRUGNO2","10.21233/zhsh-zr85","","Neotoma (last access: 1 April 2021)",3361,"Moulin de Prugnolas","Moulin de Prugnolas",45.84972,1.645833,720,"Europe","Peat","Raw",39,"AWI",3,-67,12153,321.6,12220,"Bog. Physiography: depression. Surroundig vegetation: forest.","1985-01-01 00:00:00","Guenet, P., 1993. Analyses pollenanalytiques en Artense et sur le plateau de Millevaches (Massif Central, France). Palynosciences, 2, pp.79-108 (in French).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FIXED_100",NA
4360,"LegacyPollen_1.0","PTICHJE","PTICHJE","PTICHJE","10.21233/atkr-cs63","","Neotoma (last access: 1 April 2021)",3362,"Ptichje","Ptichje",66.35,30.56667,120,"Europe","Peat","Raw",29,"AWI",2,346,9795,337.5,9449,"Mire. Physiography: rolling moraine within denudation relief. Surrounding vegetation: Picea.","1978-01-01 00:00:00","Elina, G.A., 1981. Printsipy i metody rekonstruktsii i kartirovaniya rastitelonosti golotsena [Principles and methods for reconstruction and mapping of Holocene vegetation]. Nauka, Leningrad, Russia (in Russian).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FIXED_100",NA
4362,"LegacyPollen_1.0","PUNSO","PUNSO","PUNSO","10.21233/719p-q753","","Neotoma (last access: 1 April 2021)",3364,"Punso","Punso",57.68477,27.25948,183,"Europe","Lake","Raw",38,"AWI",11,94,8733,233.5,8639,"Lake close to Kirikumae. Physiography: rolling stagnation moraine. Surrounding vegetation: pines and spruce.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36700.19,"GIS","l, GE, L2,"
4363,"LegacyPollen_1.0","PUOLANKA","PUOLANKA","PUOLANKA","10.21233/00jj-rn55","","Neotoma (last access: 1 April 2021)",3365,"Vasikkasuo","Vasikkasuo",64.67355,27.8601,270,"Europe","Peat","Raw",53,"AWI",2,-50,5753,111.6,5803,"Mire, partly cultivated. Physiography: Sphagnum-Eriophorum peat. Surrounding vegetation: Pinus and tall dwarf shrubs.",NA,"Vuorela, I. and Kankainen, T., 1990. Siitepolyanalyyttinen tutkimus asutuksen vaikutuksesta kasvillisuuteen Puolangan kunnan Kotilan kylassa. Tutkimusraportti, Geologian Tutkimuskeskus, Espoo, Finland (in Finnish).",NA,"Vuorela, I., 1991. Turvetutkimus Suomen Asutushistorian Selvittamisessa (Settlement history of Finland traced by means of microfossil analyses of peat deposits). Suo, 42(5), pp.101-108 (in Finnish).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,282743.338823081,"FIXED_100",NA
4364,"LegacyPollen_1.0","PUREK_N_neotoma","PUREK_N_neotoma","PUREK_N","10.21233/fb1t-1r29","","Neotoma (last access: 1 April 2021)",3366,"Puścizna Rękowiańska","Puscizna Rekowianska",49.47269,19.81135,656,"Europe","Peat","Raw",76,"AWI",9,-30,11482,153.5,11512,"Raised bog. Physiography: on Pleistocene fluvioglacial grave. Surrounding vegetation: fields, meadows, forest fragments.","1979-08-01 00:00:00","Obidowicz, A., 1993. Wahania gornej granicy lasu w poznym plejstocenie i holocenie w Tatrach [Fluctuations of the forest timberline in the Tatra Mountains during the last 12 000 years]. Dokumentacja Geograficzna, 4, pp.31-43 (in Polish).",NA,"Obidowicz, A., 1989. Type Region P-a: Inner West Carpathians- Nowy Targ Basin. Acta Palaeobotanica, 29(2), pp.11-15.",NA,"Obidowicz, A., 1990. Eine pollenanalytische und moorkundliche studie zur vegetationsgeschichte des Podhale-Gebietes (West-Karpaten). Acta Palaeobotanica, 30(1-2), pp.147-219 (in German).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,212371.66338267,"FIXED_100",NA
4367,"LegacyPollen_1.0","QUINTA02","QUINTA02","QUINTA02","10.21233/dj3h-f670","","Neotoma (last access: 1 April 2021)",3368,"Quintanar de la Sierra","Quintanar de la Sierra",42.03333,-3.01667,1470,"Europe","Peat","Raw",82,"AWI",15,-65,19456,241,19521,"Marshland. Physiography: basin of Rio Duero. Surrounding vegetation: Pinus syl. forest, Erica, Pteridium.",NA,"Penalba, M.C., 1989. Dynamique de vegetation Tardiglaciaire et Holocene du centre-nord de l'Espagne d'apres l'analyse pollinique. Doctoral dissertation. Universite d'Aix-Marseille, Marseille, France.",NA,"Penalba, M.C., 1994. The history of the Holocene vegetation in northern Spain from pollen analysis. Journal of Ecology, 82, pp.815-832.","https://doi.org/10.2307/2261446","Penalba, M.C., Arnold, M., Guiot, J., Duplessy, J.C. and de Beaulieu, J.L., 1997. Termination of the last glaciation in the Iberian Peninsula inferred from the pollen sequence of Quintanar de la Sierra. Quaternary Research, 48(2), pp.205-214.","https://doi.org/10.1006/qres.1997.1922",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3421.19439975928,"FIXED_100",NA
4369,"LegacyPollen_1.0","RAIGASTV_neotoma","RAIGASTV_neotoma","RAIGASTV","10.21233/20xs-m168","","Neotoma (last access: 1 April 2021)",3369,"Raigastvere Lake","Raigastvere Lake",58.59222,26.64967,52,"Europe","Lake","Raw",116,"AWI",10,-68,11339,99.2,11407,"Lake. Physiography: drumlin field Vooremaa. Surrounding vegetation: mostly fields.","1986-03-01 00:00:00","Pirrus, R., Rouk, A.M. and Liiva, A., 1987. Geology and stratigraphy of the reference site of Lake Raigastvere in Saadjarv drumlin field. In: Palaeohydrology of the Temperate Zone II. Lakes ed. by A. Raukas and L. Saarse (pp.101-122). Valgus, Tallinn, Estonia.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,988048.5,"GIS","l, LW, L1,"
4372,"LegacyPollen_1.0","RATTUV","RATTUV","RATTUV","10.21233/zqse-ep64","","Neotoma (last access: 1 April 2021)",3372,"Råttuvarri","Rattuvarri",69.35,20.31667,100,"Europe","Lake","Raw",32,"AWI",6,3268,11439,263.6,8171,"The site is a small lake on a pine forest-clad bedrock hill in the valley of Skibottsdalen, about 5 km inland from Lyngenfjorden. It lies a couple of km inside the Skibotn end moraines and ice margin deltas, about 20 m above the marine limit.","1977-04-01 00:00:00","Eronen, M. and Hyvarinen, H., 1982. Subfossil pine dates and pollen diagrams from northern Fennoscandia. Geologiska Foreningen i Stockholm Forhandlingar, 103(4), pp.437-445.","https://doi.org/10.1080/11035898209453722",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30171.8558450764,NA,"can't find a basin"
4373,"LegacyPollen_1.0","RATZ81_neotoma","RATZ81_neotoma","RATZ81","10.21233/4cn4-wj75","","Neotoma (last access: 1 April 2021)",3373,"Saint Julien de Ratz","Saint Julien de Ratz",45.34833,5.655278,673,"Europe","Lake","Raw",155,"AWI",5,822,16620,102.6,15798,"Lake. Physiography: Molassic depression. Surrounding vegetation: Forest and cultivated fields.","1981-01-01 00:00:00","Clerc, J., 1988. Recherches pollenanalytiques sur la paleo-ecologie Tardiglaciaire et Holocene du Bas-Dauphine. Doctoral dissertation. Universite Aix-Marseille, Marseille, France.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36935.18,"GIS","l, GE, L2,"
4374,"LegacyPollen_1.0","RATZ83_neotoma","RATZ83_neotoma","RATZ83","10.21233/zjtz-k726","","Neotoma (last access: 1 April 2021)",3373,"Saint Julien de Ratz","Saint Julien de Ratz",45.34833,5.655278,673,"Europe","Lake","Raw",87,"AWI",6,152,13639,156.8,13487,"Lake. Physiography: Molassic depression. Surrounding vegetation: Forest and cultivated fields.","1983-01-01 00:00:00","Clerc, J., 1988. Recherches pollenanalytiques sur la paleo-ecologie Tardiglaciaire et Holocene du Bas-Dauphine. Doctoral dissertation. Universite Aix-Marseille, Marseille, France.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59828.490494964,NA,"l, GE, L2,"
4375,"LegacyPollen_1.0","RATZ85_neotoma","RATZ85_neotoma","RATZ85","10.21233/7emb-xm28","","Neotoma (last access: 1 April 2021)",3374,"Grand Ratz le Pellet","Grand Ratz le Pellet",45.425,5.608333,682,"Europe","Peat","Raw",80,"AWI",6,227,20019,250.5,19792,"Swamp receiving springs waters. Physiography: Small valley facing la Grande Chartreuse. Surrounding vegetation: forest.","1985-01-01 00:00:00","Clerc, J., 1988. Recherches pollenanalytiques sur la paleo-ecologie Tardiglaciaire et Holocene du Bas-Dauphine. Doctoral dissertation. Universite Aix-Marseille, Marseille, France.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2463.0086404144,"FIXED_100",NA
4376,"LegacyPollen_1.0","REDMERE","REDMERE","REDMERE","10.21233/e1h1-x270","","Neotoma (last access: 1 April 2021)",3375,"Redmere","Redmere",52.43972,0.438056,0,"Europe","Peat","Raw",48,"AWI",4,716,4196,74,3480,"Holocene peats, clays and marls. Physiography: flat former coastal marshes. Surrounding vegetation: arable farmland.","1987-11-01 00:00:00","Waller, M., 1994. The Fenland project, number 9: Flandrian environmental change in Fenland (No. 70). Cambridgeshire Archaeological Committee, Cambridge, United Kingdom.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3141592.65358979,"FIXED_100",NA
4377,"LegacyPollen_1.0","REGET","REGET","REGET","10.21233/nbg7-rk14","","Neotoma (last access: 1 April 2021)",3376,"Regetovka","Regetovka",49.42377,21.27779,515,"Europe","Peat","Raw",67,"AWI",4,-53,10121,154.2,10174,"Peat-bog. Physiography: depression of landslide. Surrounding vegetation: meadows and pasture communities.","1994-04-01 00:00:00","Wacnik, A., 1995. The vegetational history of local flora and evidences of human activities recorded in the pollen diagram from side Regetovka, northeast Slovakia. Acta Palaeobotanica, 35(2), pp.253-274.",NA,"Wacnik, A., Nalepka, D., Granoszewski, W., Walanus, A., Madeyska, E., Cywa, K., Szczepanek, K. and Cieslak, E., 2016. Development of modern forest zones in the Beskid Niski Mts. and adjacent area (Western Carpathians) in the late Holocene: A palaeobotanical perspective. Quaternary International, 415, pp.303-324.","https://doi.org/10.1016/j.quaint.2015.09.037",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30171.8558450764,"FIXED_100",NA
4378,"LegacyPollen_1.0","REZABIN_neotoma","REZABIN_neotoma","REZABIN","10.21233/0mn2-9w85","","Neotoma (last access: 1 April 2021)",3377,"Řežabinec","Rezabinec",49.25165,14.08929,369,"Europe","Lake","Raw",34,"AWI",9,-34,11766,357.6,11800,"Artificial fish pond with marginal fen. Physiography: slightly undulated landscape. Surrounding vegetation: meadows, fields, alder carr.","1972-06-01 00:00:00","Rybnickova, E. and Rybnicek, K., 1985. Palaeogeobotanical evaluation of the Holocene profile from the Rezabinec fish-pond. Folia Geobotanica et Phytotaxonomica, 20(4), pp.419-437.","https://doi.org/10.1007/BF02853288",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,781324.9,"GIS","l, GE, L2, modified LW shape"
4382,"LegacyPollen_1.0","RL240","RL240","RL240","10.21233/7d6z-6j10","","Neotoma (last access: 1 April 2021)",3381,"Rotsee","Rotsee",47.07556,8.325556,419,"Europe","Lake","Raw",71,"AWI",4,-58,11269,161.8,11327,"Lake. Surrounding vegetation: open water.",NA,"Lotter, A.F., 1988. Palaookologische und palaolimnologische Studie des Rotsees bei Luzern. Pollen-, grossrest-, diatomeen- und sedimentanalytische Untersuchungen. Dissertationes Botanicae, 124, pp.1-187.",NA,"Lotter, A., 1988. Past water-level fluctuations at Lake Rotsee (Switzerland), evidenced by diatom analysis. In: proceedings of Nordic diatomist meeting, Stockholm ed. by U. Miller and A.-M. Robertsson (pp. 47-55). University of Stockholm, Department of Quaternary Research Report 12.",NA,"Lotter, A.F., 1990. Die Entwicklung terrestrischer und aquatischer Okosysteme am Rotsee (Zentralschweiz) im Verlauf der letzten 15000 Jahre. Mitteilungen der Naturforschenden Gesellschaft Luzern, 31, pp.81-97 (in German).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,440816.8,"GIS","l, GE, L2, modified LW shape"
4383,"LegacyPollen_1.0","RL250","RL250","RL250","10.21233/t0t5-0w85","","Neotoma (last access: 1 April 2021)",3381,"Rotsee","Rotsee",47.07556,8.325556,419,"Europe","Lake","Raw",128,"AWI",10,-66,12433,98.4,12499,"Lake. Surrounding vegetation: open water.",NA,"Lotter, A.F., 1988. Palaookologische und palaolimnologische Studie des Rotsees bei Luzern. Pollen-, grossrest-, diatomeen- und sedimentanalytische Untersuchungen. Dissertationes Botanicae, 124, pp.1-187.",NA,"Eawag, A.L., Eicher, U., Siegenthaler, U. and Birks, H.J.B., 1992. Late-glacial climatic oscillations as recorded in Swiss lake sediments. Journal of Quaternary Science, 7(3), pp.187-204.","https://doi.org/10.1002/jqs.3390070302",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,440482.3,"GIS","l, GE, L2, shape has DatasetID 4382"
